PROD_ID,CUST_ID,TIME_ID,CHANNEL_ID,PROMO_ID,QUANTITY_SOLD,AMOUNT_SOLD
14,1666,1/23/2019,3,999,1,1176.23
14,10002,1/23/2019,3,999,1,1176.23
14,3618,1/24/2019,2,999,1,1108.99
14,3618,1/24/2019,3,999,1,1108.99
14,3618,1/24/2019,4,999,1,1108.99
14,444,1/25/2019,2,999,1,1259.99
14,1841,1/25/2019,2,999,1,1259.99
14,1946,1/25/2019,2,999,1,1259.99
14,4977,1/25/2019,2,999,1,1259.99
14,5587,1/25/2019,2,999,1,1259.99
14,6955,1/25/2019,2,999,1,1259.99
14,11408,1/25/2019,2,999,1,1259.99
14,11443,1/25/2019,2,999,1,1259.99
14,17081,1/25/2019,2,999,1,1259.99
14,26626,1/25/2019,2,999,1,1259.99
14,7053,1/28/2019,2,999,1,1176.23
14,1538,1/28/2019,3,999,1,1124.52
14,1547,1/28/2019,3,999,1,1124.52
14,1782,1/28/2019,3,999,1,1124.52
14,3368,1/28/2019,3,999,1,1124.52
14,7053,1/28/2019,3,999,1,1124.52
14,1538,1/28/2019,4,999,1,1124.52
14,1406,1/29/2019,3,999,1,1239.99
14,513,1/30/2019,3,999,1,1176.23
14,678,1/30/2019,3,999,1,1176.23
14,1369,1/30/2019,3,999,1,1176.23
14,2798,1/30/2019,3,999,1,1176.23
14,3215,1/30/2019,3,999,1,1176.23
14,4203,1/30/2019,3,999,1,1176.23
14,4465,1/30/2019,3,999,1,1176.23
14,5035,1/30/2019,3,999,1,1176.23
14,5351,1/30/2019,3,999,1,1176.23
14,7902,1/30/2019,3,999,1,1176.23
14,8268,1/30/2019,3,999,1,1176.23
14,9317,1/30/2019,3,999,1,1176.23
14,10756,1/30/2019,3,999,1,1176.23
14,11131,1/30/2019,3,999,1,1176.23
14,15826,1/30/2019,3,999,1,1176.23
14,1812,2/2/2019,2,999,1,1108.99
14,5378,2/2/2019,2,999,1,1108.99
14,7983,2/2/2019,2,999,1,1108.99
14,9728,2/2/2019,2,999,1,1108.99
14,10261,2/2/2019,2,999,1,1108.99
14,1713,2/2/2019,3,999,1,1176.23
14,3361,2/2/2019,3,999,1,1176.23
14,5378,2/2/2019,3,999,1,1176.23
14,7983,2/2/2019,3,999,1,1176.23
14,9728,2/2/2019,3,999,1,1176.23
14,1812,2/2/2019,4,999,1,1108.99
14,5378,2/2/2019,4,999,1,1108.99
14,7983,2/2/2019,4,999,1,1108.99
14,9728,2/2/2019,4,999,1,1108.99
14,10261,2/2/2019,4,999,1,1108.99
14,3732,2/3/2019,2,999,1,1164.05
14,4053,2/3/2019,2,999,1,1164.05
14,6316,2/3/2019,2,999,1,1164.05
14,945,2/5/2019,2,999,1,1259.99
14,1293,2/5/2019,2,999,1,1259.99
14,1844,2/5/2019,2,999,1,1259.99
14,2380,2/5/2019,2,999,1,1259.99
14,2869,2/5/2019,2,999,1,1259.99
14,2993,2/5/2019,2,999,1,1259.99
14,3375,2/5/2019,2,999,1,1259.99
14,5732,2/5/2019,2,999,1,1259.99
14,9038,2/5/2019,2,999,1,1259.99
14,12782,2/5/2019,2,999,1,1259.99
14,12783,2/5/2019,2,999,1,1259.99
14,1298,2/5/2019,3,999,1,1259.99
14,1439,2/5/2019,3,999,1,1259.99
14,1844,2/5/2019,3,999,1,1259.99
14,2044,2/5/2019,3,999,1,1259.99
14,2380,2/5/2019,3,999,1,1259.99
14,2869,2/5/2019,3,999,1,1259.99
14,2993,2/5/2019,3,999,1,1259.99
14,3375,2/5/2019,3,999,1,1259.99
14,5204,2/5/2019,3,999,1,1259.99
14,5732,2/5/2019,3,999,1,1259.99
14,6278,2/5/2019,3,999,1,1259.99
14,8543,2/5/2019,3,999,1,1259.99
14,9037,2/5/2019,3,999,1,1259.99
14,9038,2/5/2019,3,999,1,1259.99
14,12782,2/5/2019,3,999,1,1259.99
14,12783,2/5/2019,3,999,1,1259.99
14,30605,2/5/2019,3,999,1,1259.99
14,1844,2/5/2019,4,999,1,1259.99
14,2993,2/5/2019,4,999,1,1259.99
14,3375,2/5/2019,4,999,1,1259.99
14,6278,2/5/2019,4,999,1,1259.99
14,9038,2/5/2019,4,999,1,1259.99
14,12782,2/5/2019,4,999,1,1259.99
14,12783,2/5/2019,4,999,1,1259.99
14,12123,2/10/2019,3,999,1,1124.52
14,2266,2/14/2019,2,999,1,1176.23
14,2973,2/14/2019,2,999,1,1176.23
14,2978,2/14/2019,2,999,1,1176.23
14,11597,2/14/2019,2,999,1,1176.23
14,12655,2/14/2019,2,999,1,1176.23
14,305,2/14/2019,4,999,1,1176.23
14,1658,2/14/2019,4,999,1,1176.23
14,2598,2/14/2019,4,999,1,1176.23
14,4248,2/14/2019,4,999,1,1176.23
14,8117,2/14/2019,4,999,1,1176.23
14,11597,2/14/2019,4,999,1,1176.23
14,725,2/16/2019,2,999,1,1159.99
14,783,2/16/2019,2,999,1,1159.99
14,1591,2/16/2019,2,999,1,1159.99
14,2525,2/16/2019,2,999,1,1159.99
14,3438,2/16/2019,2,999,1,1159.99
14,3737,2/16/2019,2,999,1,1159.99
14,4195,2/16/2019,2,999,1,1159.99
14,5027,2/16/2019,2,999,1,1159.99
14,5808,2/16/2019,2,999,1,1159.99
14,8583,2/16/2019,2,999,1,1159.99
14,8866,2/16/2019,2,999,1,1159.99
14,11073,2/16/2019,2,999,1,1159.99
14,20395,2/16/2019,2,999,1,1159.99
14,22478,2/16/2019,2,999,1,1159.99
14,458,2/16/2019,3,999,1,1176.23
14,1591,2/16/2019,3,999,1,1176.23
14,2018,2/16/2019,3,999,1,1176.23
14,2525,2/16/2019,3,999,1,1176.23
14,2866,2/16/2019,3,999,1,1176.23
14,3438,2/16/2019,3,999,1,1176.23
14,3545,2/16/2019,3,999,1,1176.23
14,3737,2/16/2019,3,999,1,1176.23
14,4195,2/16/2019,3,999,1,1176.23
14,5027,2/16/2019,3,999,1,1176.23
14,5808,2/16/2019,3,999,1,1176.23
14,8583,2/16/2019,3,999,1,1176.23
14,8866,2/16/2019,3,999,1,1176.23
14,11073,2/16/2019,3,999,1,1176.23
14,12526,2/16/2019,3,999,1,1176.23
14,16062,2/16/2019,3,999,1,1176.23
14,20395,2/16/2019,3,999,1,1176.23
14,22478,2/16/2019,3,999,1,1176.23
14,1156,2/17/2019,3,999,1,1176.23
14,1577,2/17/2019,3,999,1,1176.23
14,5855,2/17/2019,3,999,1,1176.23
14,6033,2/17/2019,3,999,1,1176.23
14,6115,2/17/2019,3,999,1,1176.23
14,1577,2/17/2019,4,999,1,1124.52
14,5855,2/17/2019,4,999,1,1124.52
14,6115,2/17/2019,4,999,1,1124.52
14,462,2/20/2019,3,999,1,1277.63
14,691,2/20/2019,3,999,1,1277.63
14,2103,2/20/2019,3,999,1,1277.63
14,2522,2/20/2019,3,999,1,1277.63
14,3087,2/20/2019,3,999,1,1277.63
14,3096,2/20/2019,3,999,1,1277.63
14,3121,2/20/2019,3,999,1,1277.63
14,3618,2/20/2019,3,999,1,1277.63
14,3968,2/20/2019,3,999,1,1277.63
14,4040,2/20/2019,3,999,1,1277.63
14,4334,2/20/2019,3,999,1,1277.63
14,4471,2/20/2019,3,999,1,1277.63
14,4655,2/20/2019,3,999,1,1277.63
14,13715,2/20/2019,3,999,1,1277.63
14,33732,2/20/2019,3,999,1,1277.63
14,3618,2/20/2019,4,999,1,1108.99
14,4655,2/20/2019,4,999,1,1108.99
14,33732,2/20/2019,4,999,1,1108.99
14,2013,2/25/2019,2,999,1,1277.63
14,4414,2/25/2019,2,999,1,1277.63
14,5163,2/25/2019,2,999,1,1277.63
14,6394,2/25/2019,2,999,1,1277.63
14,7003,2/25/2019,2,999,1,1277.63
14,7993,2/25/2019,2,999,1,1277.63
14,8488,2/25/2019,2,999,1,1277.63
14,25938,2/25/2019,2,999,1,1277.63
14,39084,2/25/2019,2,999,1,1277.63
14,7053,2/26/2019,2,999,1,1176.23
14,205,2/26/2019,3,999,1,1159.99
14,1547,2/26/2019,3,999,1,1159.99
14,7053,2/26/2019,3,999,1,1159.99
14,7715,2/28/2019,2,999,1,1124.52
14,7801,2/28/2019,2,999,1,1124.52
14,7715,2/28/2019,4,999,1,1124.52
14,1475,3/2/2019,3,999,1,1176.23
14,2028,3/2/2019,3,999,1,1176.23
14,4688,3/2/2019,3,999,1,1176.23
14,7981,3/2/2019,3,999,1,1176.23
14,9377,3/2/2019,3,999,1,1176.23
14,678,3/3/2019,2,999,1,1176.23
14,678,3/3/2019,3,999,1,1176.23
14,9162,3/3/2019,4,999,1,1176.23
14,2,3/5/2019,4,999,1,1259.99
14,1846,3/5/2019,4,999,1,1259.99
14,2994,3/5/2019,4,999,1,1259.99
14,4759,3/5/2019,4,999,1,1259.99
14,5733,3/5/2019,4,999,1,1259.99
14,9038,3/5/2019,4,999,1,1259.99
14,12783,3/5/2019,4,999,1,1259.99
14,6586,3/10/2019,2,999,1,1176.23
14,13152,3/10/2019,2,999,1,1176.23
14,183,3/10/2019,3,999,1,1159.99
14,915,3/10/2019,3,999,1,1159.99
14,932,3/10/2019,3,999,1,1159.99
14,1364,3/10/2019,3,999,1,1159.99
14,1689,3/10/2019,3,999,1,1159.99
14,1949,3/10/2019,3,999,1,1159.99
14,2079,3/10/2019,3,999,1,1159.99
14,2238,3/10/2019,3,999,1,1159.99
14,3550,3/10/2019,3,999,1,1159.99
14,3557,3/10/2019,3,999,1,1159.99
14,6859,3/10/2019,3,999,1,1159.99
14,6957,3/10/2019,3,999,1,1159.99
14,7083,3/10/2019,3,999,1,1159.99
14,7606,3/10/2019,3,999,1,1159.99
14,7872,3/10/2019,3,999,1,1159.99
14,8685,3/10/2019,3,999,1,1159.99
14,13152,3/10/2019,3,999,1,1159.99
14,26630,3/10/2019,3,999,1,1159.99
14,648,3/14/2019,2,999,1,1176.23
14,6912,3/14/2019,2,999,1,1176.23
14,9278,3/14/2019,2,999,1,1176.23
14,18145,3/14/2019,2,999,1,1176.23
14,2957,3/14/2019,4,999,1,1176.23
14,305,3/16/2019,3,999,1,1176.23
14,488,3/16/2019,3,999,1,1176.23
14,2268,3/16/2019,3,999,1,1176.23
14,2973,3/16/2019,3,999,1,1176.23
14,2978,3/16/2019,3,999,1,1176.23
14,3505,3/16/2019,3,999,1,1176.23
14,3648,3/16/2019,3,999,1,1176.23
14,5236,3/16/2019,3,999,1,1176.23
14,8117,3/16/2019,3,999,1,1176.23
14,305,3/16/2019,4,999,1,1176.23
14,488,3/16/2019,4,999,1,1176.23
14,2266,3/16/2019,4,999,1,1176.23
14,2973,3/16/2019,4,999,1,1176.23
14,3505,3/16/2019,4,999,1,1176.23
14,4248,3/16/2019,4,999,1,1176.23
14,8117,3/16/2019,4,999,1,1176.23
14,4157,3/17/2019,2,999,1,1159.99
14,4803,3/17/2019,2,999,1,1159.99
14,1518,3/20/2019,2,999,1,1176.23
14,2073,3/20/2019,2,999,1,1176.23
14,387,3/20/2019,3,999,1,1277.63
14,1487,3/20/2019,3,999,1,1277.63
14,1518,3/20/2019,3,999,1,1277.63
14,3458,3/20/2019,3,999,1,1277.63
14,3736,3/20/2019,3,999,1,1277.63
14,3811,3/20/2019,3,999,1,1277.63
14,5325,3/20/2019,3,999,1,1277.63
14,5493,3/20/2019,3,999,1,1277.63
14,5517,3/20/2019,3,999,1,1277.63
14,6540,3/20/2019,3,999,1,1277.63
14,6543,3/20/2019,3,999,1,1277.63
14,6976,3/20/2019,3,999,1,1277.63
14,8789,3/20/2019,3,999,1,1277.63
14,10502,3/20/2019,3,999,1,1277.63
14,10844,3/20/2019,3,999,1,1277.63
14,44780,3/20/2019,3,999,1,1277.63
14,2073,3/20/2019,4,999,1,1176.23
14,27197,3/20/2019,4,999,1,1176.23
14,14,3/21/2019,3,999,1,1264.4
14,181,3/21/2019,3,999,1,1264.4
14,188,3/21/2019,3,999,1,1264.4
14,531,3/21/2019,3,999,1,1264.4
14,949,3/21/2019,3,999,1,1264.4
14,1260,3/21/2019,3,999,1,1264.4
14,1386,3/21/2019,3,999,1,1264.4
14,1423,3/21/2019,3,999,1,1264.4
14,2004,3/21/2019,3,999,1,1264.4
14,2013,3/21/2019,3,999,1,1264.4
14,2080,3/21/2019,3,999,1,1264.4
14,2653,3/21/2019,3,999,1,1264.4
14,3025,3/21/2019,3,999,1,1264.4
14,3268,3/21/2019,3,999,1,1264.4
14,3788,3/21/2019,3,999,1,1264.4
14,4414,3/21/2019,3,999,1,1264.4
14,5813,3/21/2019,3,999,1,1264.4
14,6264,3/21/2019,3,999,1,1264.4
14,6394,3/21/2019,3,999,1,1264.4
14,6488,3/21/2019,3,999,1,1264.4
14,7606,3/21/2019,3,999,1,1264.4
14,7993,3/21/2019,3,999,1,1264.4
14,9052,3/21/2019,3,999,1,1264.4
14,9680,3/21/2019,3,999,1,1264.4
14,14457,3/21/2019,3,999,1,1264.4
